SKILLS AUDIT REPORT
================================================================================

Total Skills : 654
KEEP         : 38
DELETE       : 608
REVIEW       : 8

KEEP
--------------------------------------------------------------------------------
[701] Agile | profile_usage=2 | offer_usage=0
[203] Skill_d7345a01-5146-4098-992e-0377addb6f4e | profile_usage=0 | offer_usage=0
[571] Skill_d77b85e6-81eb-4043-8dcd-175ab7579c24 | profile_usage=0 | offer_usage=0
[185] Skill_d9ed855a-0193-4841-b6d8-70e174ded6f3 | profile_usage=0 | offer_usage=0
[786] Skill_db9ae7d6-cef2-45ca-bd52-8434616e0b9a | profile_usage=0 | offer_usage=0
[553] Skill_dc94fff4-661c-4439-9e0c-24b6ba66d52c | profile_usage=0 | offer_usage=0
[796] Skill_dc9a1251-3d19-4912-bf61-eff942387988 | profile_usage=0 | offer_usage=0
[560] Skill_de890684-e5b8-44a9-846a-e0658ea49ee0 | profile_usage=0 | offer_usage=0
[504] Skill_def532fb-b29e-4c87-8bf5-221ce96268fd | profile_usage=0 | offer_usage=0
[732] Skill_e426fd18-eb16-4136-aad3-302518e75621 | profile_usage=0 | offer_usage=0
[856] Skill_e438b929-4bb7-4f1f-af54-e4c19ee551e1 | profile_usage=0 | offer_usage=0
[224] Skill_e5bf8ea5-c6ef-475c-bf38-bb373bf9099e | profile_usage=0 | offer_usage=0
[525] Skill_e5fc8509-400f-4e45-8705-b7de8cb74a62 | profile_usage=0 | offer_usage=0
[150] Skill_e72aa474-5814-40f2-b35f-82c6e93f0fc7 | profile_usage=0 | offer_usage=0
[534] Skill_e7912bf7-d681-4d5e-9ed8-2cbe52b11b4f | profile_usage=0 | offer_usage=0
[653] Skill_e8ead2e9-bf9d-4d4f-8c75-359b0416360a | profile_usage=0 | offer_usage=0
[226] Skill_e996e700-b302-4521-8d63-a7f165b1ad87 | profile_usage=0 | offer_usage=0
[227] Skill_e9a9cc55-450b-4a7e-8456-92170af67cc4 | profile_usage=0 | offer_usage=0
[816] Skill_ea27e630-1768-498b-87d5-632fd0d732f3 | profile_usage=0 | offer_usage=0
[900] Skill_eb957e79-e60b-4394-9a49-4ad9acc9e7fc | profile_usage=0 | offer_usage=0
[767] Skill_ec01059f-9f69-480d-98d1-13482e10611c | profile_usage=0 | offer_usage=0
[503] Skill_ec08cb64-5413-47a3-b029-760d129fd5c2 | profile_usage=0 | offer_usage=0
[898] Skill_ec5f798c-426b-4587-9775-fee22db9ddf8 | profile_usage=0 | offer_usage=0
[221] Skill_ec88adf5-b128-45fe-8fb0-18a65beef6cc | profile_usage=0 | offer_usage=0
[663] Skill_ec9acfae-28db-427d-aa0a-e2af2d65cc15 | profile_usage=0 | offer_usage=0
[831] Skill_ecd2d9d0-764b-47c0-93bc-38811f84f6bf | profile_usage=0 | offer_usage=0
[570] Skill_ececfb49-26d2-46c4-abe6-3435f1acabf5 | profile_usage=0 | offer_usage=0
[825] Skill_edbb6ee7-d5e0-4a2e-a186-484ac549be4f | profile_usage=0 | offer_usage=0
[612] Skill_ee1618b3-f871-435a-a845-993aef6d0e87 | profile_usage=0 | offer_usage=0
[874] Skill_ee25dbdb-6c5c-4591-8eed-a615a01c33df | profile_usage=0 | offer_usage=0
[855] Skill_eefb7d2f-1eb8-42bc-a686-9764538098da | profile_usage=0 | offer_usage=0
[805] Skill_ef2e59de-f06b-4a93-9d24-1fb1eba03e42 | profile_usage=0 | offer_usage=0
[627] Skill_f0323300-38c8-48dc-b9ed-0fda7c9e39a7 | profile_usage=0 | offer_usage=0
[738] Skill_f10474cb-d937-4ca3-a195-099eb0809bda | profile_usage=0 | offer_usage=0
[502] Skill_f1463b91-00f9-481e-9bff-1539755f8b06 | profile_usage=0 | offer_usage=0
[838] Skill_f1ab1546-f937-4e52-9298-bb04998530a1 | profile_usage=0 | offer_usage=0
[573] Skill_f2c5aeec-6639-437c-8187-7cf7395677e7 | profile_usage=0 | offer_usage=0
[201] Skill_f2d06b2a-f618-4d88-bf83-ae93d0a8d3a0 | profile_usage=0 | offer_usage=0
[881] Skill_f404d665-087f-4fc9-99ae-c337de07ec26 | profile_usage=0 | offer_usage=0
[548] Skill_f487115b-92c5-4f61-9130-d54ee79c3b7d | profile_usage=0 | offer_usage=0
[522] Skill_f496d7cd-4ca9-44ff-adb7-4a51e94bec53 | profile_usage=0 | offer_usage=0
[851] Skill_f520fb4c-d0a2-48bc-9978-72da8c709bed | profile_usage=0 | offer_usage=0
[798] Skill_f5212b6b-f908-4127-be12-99a72c2aa51e | profile_usage=0 | offer_usage=0
[907] Skill_f60ced0c-5801-405f-b75f-cf892a3f80e8 | profile_usage=0 | offer_usage=0
[469] Skill_f63bd198-7678-4d45-818b-7c70693e16fe | profile_usage=0 | offer_usage=0
[170] Skill_f72192e7-4366-4b70-9503-38fdbb6731a9 | profile_usage=0 | offer_usage=0
[889] Skill_f7e7e084-b005-4c95-8e95-85f082bb96e5 | profile_usage=0 | offer_usage=0
[153] Skill_f8aba1dc-2ffc-4461-b7fd-bdf671a147aa | profile_usage=0 | offer_usage=0
[197] Skill_f9dd9c20-4dfe-4dd3-bba2-b2a39eaa29ee | profile_usage=0 | offer_usage=0
[634] Skill_fa54fce5-235a-4b15-a7f5-51132bf03221 | profile_usage=0 | offer_usage=0
[835] Skill_fb84bf64-3556-4157-ba2f-6cb74f8948af | profile_usage=0 | offer_usage=0
[715] Skill_fc70fbd5-e7b7-4c4b-a9bc-a7c0f71e2a65 | profile_usage=0 | offer_usage=0
[728] Skill_fccfc33f-1e80-42f7-be2a-1470648c9582 | profile_usage=0 | offer_usage=0
[651] Skill_fd30592c-ff8e-4a0d-a588-f5457f3fc9c0 | profile_usage=0 | offer_usage=0
[218] Skill_fd7fc1fd-3e87-4ee4-a5e9-6883eff7b24e | profile_usage=0 | offer_usage=0
[195] Skill_ff82f688-0535-4354-b3b4-ec01bed2104f | profile_usage=0 | offer_usage=0
[563] Terraform_01676f3b-214e-41a7-b35b-ba3fdf3cd1d6 | profile_usage=0 | offer_usage=0
[78] Terraform_033a513a-aec5-4ed1-9e65-6a39485d470d | profile_usage=0 | offer_usage=0
[864] Terraform_144fd28e-badf-4542-bf21-c7a0083d913e | profile_usage=0 | offer_usage=0
[511] Terraform_1831858f-6fc6-41af-98ed-ff048686033c | profile_usage=0 | offer_usage=0
[741] Terraform_1db12b03-57c5-434e-9336-0876ca65522e | profile_usage=0 | offer_usage=0
[132] Terraform_2f174c61-c991-4d4c-97b3-ef153e45c20c | profile_usage=0 | offer_usage=0
[669] Terraform_3b4a7a7c-c538-4c81-818b-ab7ce9216cd4 | profile_usage=0 | offer_usage=0
[545] Terraform_3ea69c10-b663-4379-97e4-8799a462f8ad | profile_usage=0 | offer_usage=0
[821] Terraform_4e55d040-182e-4097-813d-eaa4f26bdf6c | profile_usage=0 | offer_usage=0
[42] Terraform_503849a5-e783-4f81-8c7a-5c32e6ec8a9b | profile_usage=0 | offer_usage=0
[884] Terraform_513b6f34-6af6-4162-b2af-8f64ef9a868d | profile_usage=0 | offer_usage=0
[27] Terraform_51f90f77-7032-4a47-8a38-944b767cad37 | profile_usage=0 | offer_usage=0
[192] Terraform_5dee608b-eb9b-4d18-b02a-2083b4b1983f | profile_usage=0 | offer_usage=0
[648] Terraform_5e53672f-bf2a-468c-82ca-fab999b1c5d9 | profile_usage=0 | offer_usage=0
[96] Terraform_5ebc6a3d-e5de-4678-b914-671e5bb88e96 | profile_usage=0 | offer_usage=0
[141] Terraform_6d47132f-556f-4acb-ab3c-e55227c46f84 | profile_usage=0 | offer_usage=0
[494] Terraform_707c6751-306f-4f79-a95d-0e6ef30d57d5 | profile_usage=0 | offer_usage=0
[114] Terraform_787ffb18-b502-4dcc-8d91-01df6e4de40f | profile_usage=0 | offer_usage=0
[617] Terraform_852aebc5-fec6-4e4e-9443-3f50f5b8bea0 | profile_usage=0 | offer_usage=0
[51] Terraform_8a4fa9f6-f010-44ac-b8be-691372ceb52d | profile_usage=0 | offer_usage=0
[761] Terraform_8cbe1f65-207b-45fb-92ee-4680b9efd166 | profile_usage=0 | offer_usage=0
[801] Terraform_8eb5ee95-f9b9-4308-9170-1094f1900647 | profile_usage=0 | offer_usage=0
[599] Terraform_90fabd0e-324c-4109-b293-c8e5bfbb1f5c | profile_usage=0 | offer_usage=0
[477] Terraform_9a36e0f2-1c97-452e-8a7a-0288be8c5942 | profile_usage=0 | offer_usage=0
[924] Terraform_a559ea4b-23e3-4af8-ab2c-08d4090676f4 | profile_usage=0 | offer_usage=0
[158] Terraform_a5d8779c-59a7-4d14-8a09-e4a891ec62bb | profile_usage=0 | offer_usage=0
[781] Terraform_ad649671-5b34-4a17-8503-fc66348875a8 | profile_usage=0 | offer_usage=0
[69] Terraform_bc9f1cc3-c0d0-42ce-a8d2-8a304415cbe0 | profile_usage=0 | offer_usage=0
[581] Terraform_bd9e5489-c083-4c66-a09a-b4b3ac9828a7 | profile_usage=0 | offer_usage=0
[123] Terraform_c60ee534-c7e0-4e1f-8628-22e04a303c43 | profile_usage=0 | offer_usage=0
[60] Terraform_d3d42d49-ffe1-465e-8f7d-efdb212079a5 | profile_usage=0 | offer_usage=0
[721] Terraform_d4169041-8bbd-475c-9939-b48aedba17d3 | profile_usage=0 | offer_usage=0
[105] Terraform_d48b350a-ead4-4b21-ae75-0332562c908b | profile_usage=0 | offer_usage=0
[18] Terraform_d9740e57-17ab-49a6-8bf2-364cb8e85489 | profile_usage=0 | offer_usage=0
[175] Terraform_df144198-2d3b-4f42-849a-f44f8b87b8d5 | profile_usage=0 | offer_usage=0
[904] Terraform_e347c924-ff0d-4518-94f1-c8154195f5bd | profile_usage=0 | offer_usage=0
[841] Terraform_e53e3be2-13f4-4e14-9060-d79b88f1956e | profile_usage=0 | offer_usage=0
[528] Terraform_f58f7674-1a13-44af-bd35-4c71f1cb2af3 | profile_usage=0 | offer_usage=0
[87] Terraform_fa09b23a-af7b-4c0a-b214-c6c96ce8f771 | profile_usage=0 | offer_usage=0


REVIEW
--------------------------------------------------------------------------------
[703] Cross | profile_usage=2 | offer_usage=0
[698] development | profile_usage=2 | offer_usage=0
[675] Excel (Pivot | profile_usage=0 | offer_usage=0
[11] FastApi | profile_usage=0 | offer_usage=0
[31] JS | profile_usage=0 | offer_usage=0
[695] Low -code | profile_usage=2 | offer_usage=0
[702] Sanity | profile_usage=2 | offer_usage=0
[678] Tables | profile_usage=0 | offer_usage=0
